1,3.3,1.0,5.0,2.3,Iris-versicolor
2,5.5,1.8,6.4,3.1,Iris-virginica
3,1.4,0.3,4.6,3.4,Iris-setosa
4,1.4,0.2,5.0,3.3,Iris-setosa
5,6.7,2.0,7.7,2.8,Iris-virginica
6,1.4,0.3,5.1,3.5,Iris-setosa
7,1.4,0.2,4.4,2.9,Iris-setosa
8,1.4,0.1,4.8,3.0,Iris-setosa
9,6.6,2.1,7.6,3.0,Iris-virginica
10,1.7,0.5,5.1,3.3,Iris-setosa
11,1.7,0.2,5.4,3.4,Iris-setosa
12,4.9,1.8,6.3,2.7,Iris-virginica
13,1.5,0.1,4.9,3.1,Iris-setosa
14,3.0,1.1,5.1,2.5,Iris-versicolor
15,3.5,1.0,5.7,2.6,Iris-versicolor
16,5.1,1.9,5.8,2.7,Iris-virginica
17,4.0,1.2,5.8,2.6,Iris-versicolor
18,3.9,1.2,5.8,2.7,Iris-versicolor
19,5.5,1.8,6.5,3.0,Iris-virginica
20,5.0,1.7,6.7,3.0,Iris-versicolor
21,4.1,1.0,5.8,2.7,Iris-versicolor
22,3.5,1.0,5.0,2.0,Iris-versicolor
23,1.6,0.2,5.1,3.8,Iris-setosa
24,1.3,0.2,4.4,3.0,Iris-setosa
25,1.9,0.4,5.1,3.8,Iris-setosa
26,5.5,2.1,6.8,3.0,Iris-virginica
27,5.0,1.9,6.3,2.5,Iris-virginica
28,4.5,1.6,6.0,3.4,Iris-versicolor
29,1.6,0.2,4.8,3.1,Iris-setosa
30,5.4,2.3,6.2,3.4,Iris-virginica
31,1.5,0.3,5.1,3.8,Iris-setosa
32,1.5,0.2,5.3,3.7,Iris-setosa
33,4.7,1.2,6.1,2.8,Iris-versicolor
34,5.8,1.6,7.2,3.0,Iris-virginica
35,1.0,0.2,4.6,3.6,Iris-setosa
36,6.7,2.2,7.7,3.8,Iris-virginica
37,1.7,0.3,5.7,3.8,Iris-setosa
38,3.7,1.0,5.5,2.4,Iris-versicolor
39,4.0,1.3,5.5,2.5,Iris-versicolor
40,1.6,0.4,5.0,3.4,Iris-setosa
41,4.8,1.8,6.2,2.8,Iris-virginica
42,5.7,2.3,6.9,3.2,Iris-virginica
43,6.1,2.3,7.7,3.0,Iris-virginica
44,6.0,2.5,6.3,3.3,Iris-virginica
45,1.3,0.2,4.7,3.2,Iris-setosa
46,4.7,1.6,6.3,3.3,Iris-versicolor
47,4.2,1.5,5.9,3.0,Iris-versicolor
48,5.3,1.9,6.4,2.7,Iris-virginica
49,1.3,0.2,4.4,3.2,Iris-setosa
50,1.4,0.2,5.1,3.5,Iris-setosa
51,5.2,2.3,6.7,3.0,Iris-virginica
52,1.5,0.2,4.6,3.1,Iris-setosa
53,5.1,1.6,6.0,2.7,Iris-versicolor
54,1.4,0.2,4.6,3.2,Iris-setosa
55,5.9,2.3,6.8,3.2,Iris-virginica
56,3.9,1.1,5.6,2.5,Iris-versicolor
57,4.0,1.0,6.0,2.2,Iris-versicolor
58,4.4,1.3,6.3,2.3,Iris-versicolor
59,4.3,1.3,6.4,2.9,Iris-versicolor
60,4.7,1.4,7.0,3.2,Iris-versicolor
61,5.6,1.8,6.3,2.9,Iris-virginica
62,5.8,1.8,6.7,2.5,Iris-virginica
63,1.4,0.2,4.9,3.0,Iris-setosa
64,1.4,0.2,5.0,3.6,Iris-setosa
65,4.2,1.3,5.6,2.7,Iris-versicolor
66,1.5,0.1,5.2,4.1,Iris-setosa
67,5.1,2.0,6.5,3.2,Iris-virginica
68,4.5,1.5,5.6,3.0,Iris-versicolor
69,5.4,2.1,6.9,3.1,Iris-virginica
70,5.1,2.3,6.9,3.1,Iris-virginica
71,6.1,2.5,7.2,3.6,Iris-virginica
72,6.1,1.9,7.4,2.8,Iris-virginica
73,5.8,2.2,6.5,3.0,Iris-virginica
74,1.3,0.3,4.5,2.3,Iris-setosa
75,4.9,1.5,6.9,3.1,Iris-versicolor
76,4.4,1.4,6.6,3.0,Iris-versicolor
77,1.4,0.2,5.5,4.2,Iris-setosa
78,3.8,1.1,5.5,2.4,Iris-versicolor
79,1.5,0.4,5.4,3.4,Iris-setosa
80,3.6,1.3,5.6,2.9,Iris-versicolor
81,4.3,1.3,6.2,2.9,Iris-versicolor
82,4.9,2.0,5.6,2.8,Iris-virginica
83,4.0,1.3,6.1,2.8,Iris-versicolor
84,4.9,1.5,6.3,2.5,Iris-versicolor
85,4.6,1.4,6.1,3.0,Iris-versicolor
86,4.4,1.2,5.5,2.6,Iris-versicolor
87,6.9,2.3,7.7,2.6,Iris-virginica
88,5.1,1.8,5.9,3.0,Iris-virginica
89,1.5,0.2,5.2,3.5,Iris-setosa
90,1.9,0.2,4.8,3.4,Iris-setosa
91,1.2,0.2,5.0,3.2,Iris-setosa
92,5.9,2.1,7.1,3.0,Iris-virginica
93,5.7,2.1,6.7,3.3,Iris-virginica
94,4.0,1.3,5.5,2.3,Iris-versicolor
95,4.5,1.5,6.4,3.2,Iris-versicolor
96,4.1,1.3,5.7,2.8,Iris-versicolor
97,5.3,2.3,6.4,3.2,Iris-virginica
98,4.6,1.3,6.6,2.9,Iris-versicolor
99,5.1,2.4,5.8,2.8,Iris-virginica
100,1.5,0.2,5.4,3.7,Iris-setosa
101,5.6,2.1,6.4,2.8,Iris-virginica
102,1.3,0.4,5.4,3.9,Iris-setosa
103,1.7,0.4,5.4,3.9,Iris-setosa
104,5.7,2.5,6.7,3.3,Iris-virginica
105,4.8,1.8,5.9,3.2,Iris-versicolor
106,6.0,1.8,7.2,3.2,Iris-virginica
107,4.5,1.5,6.2,2.2,Iris-versicolor
108,1.6,0.6,5.0,3.5,Iris-setosa
109,1.5,0.4,5.7,4.4,Iris-setosa
110,5.6,2.4,6.3,3.4,Iris-virginica
111,3.9,1.4,5.2,2.7,Iris-versicolor
112,1.5,0.2,5.0,3.4,Iris-setosa
113,4.5,1.7,4.9,2.5,Iris-virginica
114,4.7,1.4,6.1,2.9,Iris-versicolor
115,4.2,1.2,5.7,3.0,Iris-versicolor
116,4.4,1.4,6.7,3.1,Iris-versicolor
117,3.3,1.0,4.9,2.4,Iris-versicolor
118,1.1,0.1,4.3,3.0,Iris-setosa
119,4.5,1.5,6.0,2.9,Iris-versicolor
120,5.1,1.5,6.3,2.8,Iris-virginica
121,5.6,2.2,6.4,2.8,Iris-virginica
122,1.5,0.2,4.9,3.1,Iris-setosa
123,5.0,1.5,6.0,2.2,Iris-virginica
124,1.5,0.4,5.1,3.7,Iris-setosa
125,4.1,1.3,5.6,3.0,Iris-versicolor
126,1.5,0.2,5.1,3.4,Iris-setosa
127,5.6,2.4,6.7,3.1,Iris-virginica
128,4.8,1.8,6.0,3.0,Iris-virginica
129,6.4,2.0,7.9,3.8,Iris-virginica
130,5.1,1.9,5.8,2.7,Iris-virginica
131,1.6,0.2,4.7,3.2,Iris-setosa
132,4.5,1.3,5.7,2.8,Iris-versicolor
133,1.4,0.1,4.9,3.6,Iris-setosa
134,1.4,0.3,4.8,3.0,Iris-setosa
135,4.7,1.5,6.7,3.1,Iris-versicolor
136,4.5,1.5,5.4,3.0,Iris-versicolor
137,6.3,1.8,7.3,2.9,Iris-virginica
138,1.4,0.2,5.2,3.4,Iris-setosa
139,1.2,0.2,5.8,4.0,Iris-setosa
140,1.3,0.3,5.0,3.5,Iris-setosa
141,5.2,2.0,6.5,3.0,Iris-virginica
142,4.2,1.3,5.7,2.9,Iris-versicolor
143,4.9,1.8,6.1,3.0,Iris-virginica
144,1.6,0.2,5.0,3.0,Iris-setosa
145,1.6,0.2,4.8,3.4,Iris-setosa
146,5.6,1.4,6.1,2.6,Iris-virginica
147,4.8,1.4,6.8,2.8,Iris-versicolor
148,5.0,2.0,5.7,2.5,Iris-virginica
149,1.3,0.2,5.5,3.5,Iris-setosa
150,4.6,1.5,6.5,2.8,Iris-versicolor
